,movieId,polarity,subjectivity
0,132352,-0.03,0.51
1,103042,0.05,0.44
2,72226,0.52,0.64
3,101415,0.2,0.48
4,4938,0.02,0.45
5,1213,0.3,0.59
6,103042,0.08,0.46
7,96821,0.43,0.43
8,138558,-0.06,0.5
9,103315,-0.02,0.53
10,46723,0.24,0.49
11,101362,0.19,0.37
12,1213,0.18,0.71
13,92309,-0.06,0.35
14,91529,0.18,0.54
15,4039,0.23,0.55
16,1213,0.45,0.63
17,94130,0.04,0.46
18,103306,0.1,0.45
19,161768,0.01,0.73
20,1036,0.18,0.49
21,83369,0.62,0.6
22,63992,-0.09,0.58
23,1206,0.13,0.56
24,1213,0.18,0.59
25,101285,-0.03,0.59
26,102123,0.14,0.52
27,26349,0.1,0.6
28,96160,0.22,0.62
29,101577,0.09,0.49
30,103042,0.08,0.53
31,1213,0.16,0.57
32,27136,-0.13,0.71
33,154344,0.16,0.47
34,1213,0.49,0.66
35,101360,0.14,0.4
36,2316,0.41,0.47
37,103249,0.18,0.47
38,103249,0.25,0.51
39,102481,0.03,0.75
40,97836,0.14,0.4
41,156925,0.05,0.61
42,160444,0.06,0.5
43,103042,0.06,0.44
44,1213,0.39,0.58
45,97998,0.26,0.55
46,42351,0.1,0.44
47,121178,0.07,0.47
48,86970,0.21,0.52
49,7168,0.21,0.46
50,103449,0.39,0.71
51,858,-0.05,0.53
52,103315,-0.01,0.44
53,103141,0.29,0.53
54,101739,0.04,0.59
55,1213,0.19,0.65
56,103306,0.11,0.5
57,46976,0.35,0.62
58,84972,0.06,0.64
59,78088,0.24,0.57
60,103249,0.14,0.49
61,176495,0.11,0.48
62,1976,0.16,0.55
63,145237,0.01,0.42
64,1213,0.39,0.67
65,118380,0.24,0.5
66,177833,0.01,0.56
67,97921,0.09,0.39
68,160444,0.1,0.51
69,85010,0.14,0.36
70,1213,0.17,0.54
71,108514,0.43,0.6
72,5378,0.07,0.59
73,76175,0.05,0.52
74,165335,0.05,0.45
75,93766,0.07,0.42
76,81456,0.11,0.53
77,103042,0.02,0.47
78,103339,0.35,0.44
79,101362,0.25,0.59
80,100714,0.17,0.53
81,101577,0.16,0.5
82,26142,0.1,0.61
83,39474,0.07,0.56
84,103366,0.14,0.57
85,120755,-0.05,0.41
86,119898,0.17,0.54
87,1213,0.36,0.69
88,103306,0.01,0.52
89,101362,0.22,0.46
90,103372,0.24,0.65
91,70728,0.15,0.54
92,103042,0.23,0.59
93,160444,0.17,0.37
94,7458,0.15,0.61
95,1213,0.37,0.56
96,132036,0.26,0.5
97,102481,0.18,0.61
98,47,0.11,0.52
99,858,0.39,0.45
100,103042,0.08,0.54
101,101895,0.2,0.45
102,135929,0.33,0.43
103,97938,0.35,0.53
104,1213,0.43,0.61
105,72294,0.34,0.61
106,103042,0.04,0.45
107,139469,-0.07,0.54
108,137593,0.17,0.56
109,2513,0.11,0.39
110,103042,-0.07,0.6
111,168322,0.18,0.57
112,103042,0.04,0.49
113,1213,0.16,0.39
114,7094,0.16,0.56
115,115969,0.19,0.64
116,147028,0.02,0.46
117,103042,0.09,0.62
118,100272,0.39,0.53
119,101739,-0.13,0.6
120,103042,-0.14,0.54
121,91529,-0.06,0.56
122,1213,0.32,0.47
123,91976,-0.14,0.64
124,140954,0.17,0.55
125,648,-0.04,0.45
126,103335,0.26,0.52
127,110781,0.15,0.59
128,103042,0.02,0.37
129,173017,-0.03,0.46
130,1213,0.49,0.62
131,103249,0.14,0.54
132,1527,0.35,0.53
133,41566,0.19,0.49
134,95510,-0.06,0.55
135,96700,0.08,0.45
136,54272,0.17,0.51
137,2070,0.22,0.48
138,1213,0.73,0.63
139,70994,-0.09,0.52
140,103306,0.29,0.56
141,100487,0.18,0.55
142,103825,0.01,0.42
143,1213,0.19,0.63
144,101281,0.13,0.53
145,123421,0.49,0.56
146,84948,0.13,0.47
147,40819,0.16,0.26
148,1662,0.42,0.48
149,103042,0.15,0.54
150,103249,0.2,0.54
151,1201,0.25,0.57
152,85010,0.17,0.42
153,1213,0.46,0.57
154,3608,0.31,0.58
155,103449,0.04,0.51
156,4610,0.07,0.64
157,84156,0.16,0.35
158,124352,0.11,0.31
159,124783,0.12,0.52
160,101285,-0.07,0.47
161,1213,0.15,0.56
162,101525,-0.19,0.79
163,6452,0.15,0.48
164,1339,0.02,0.55
165,109987,0.17,0.48
166,103141,0.39,0.58
167,95508,0.25,0.47
168,100390,0.22,0.57
169,1213,0.26,0.61
170,271,0.3,0.67
171,145955,0.22,0.63
172,101362,0.17,0.56
173,58559,0.09,0.49
174,8361,0.03,0.45
175,109835,0.19,0.53
176,100383,0.19,0.39
177,79091,-0.12,0.56
178,100383,0.44,0.57
179,103372,0.08,0.33
180,1213,-0.08,0.57
181,122825,0.07,0.53
182,101283,0.12,0.49
183,101739,0.26,0.59
184,97643,0.03,0.58
185,103141,0.23,0.44
186,103042,0.25,0.62
187,155537,-0.23,0.66
188,1213,0.41,0.45
189,5427,0.13,0.65
190,103372,0.21,0.59
191,104097,0.2,0.6
192,108146,0.17,0.58
193,1213,0.42,0.52
194,8770,0.13,0.64
195,1676,0.02,0.46
196,103042,0.25,0.59
197,101362,0.08,0.67
198,103372,0.27,0.58
199,55820,0.0,0.56
200,1213,0.33,0.54
201,26914,0.08,0.45
202,105863,0.17,0.54
203,128215,0.03,0.55
204,39183,0.11,0.66
205,3330,0.1,0.5
206,1196,0.21,0.62
207,103042,0.37,0.66
208,1213,0.3,0.57
209,53123,0.08,0.39
210,93764,-0.12,0.51
211,91079,0.18,0.52
212,71468,0.22,0.57
213,47491,0.06,0.53
214,60684,0.24,0.61
215,105863,-0.12,0.52
216,1213,0.45,0.75
217,99415,-0.06,0.63
218,104097,0.1,0.53
219,170657,0.1,0.54
220,2427,0.42,0.71
221,527,-0.09,0.69
222,7244,0.08,0.5
223,3656,0.12,0.51
224,31353,0.14,0.44
225,7153,0.24,0.41
226,1213,0.21,0.6
227,104298,0.03,0.48
228,103042,0.54,0.57
229,4713,0.1,0.55
230,100397,0.02,0.54
231,103042,0.23,0.54
232,63113,0.2,0.55
233,76301,0.1,0.65
234,85010,0.05,0.47
235,1213,0.32,0.68
236,4016,0.21,0.51
237,96451,0.16,0.39
238,4400,0.18,0.5
239,527,0.26,0.66
240,97752,0.15,0.53
241,1213,0.19,0.6
242,123860,0.26,0.49
243,103042,0.28,0.62
244,103384,0.17,0.47
245,56782,0.3,0.59
246,167582,0.13,0.66
247,103269,0.26,0.69
248,74452,0.28,0.49
249,1213,0.64,0.94
250,100714,0.06,0.53
251,103042,0.05,0.48
252,2245,0.01,0.58
253,7981,0.24,0.65
254,33316,0.02,0.35
255,70229,0.05,0.49
256,5235,0.12,0.53
257,1371,0.15,0.47
258,7308,-0.08,0.58
259,1213,0.22,0.51
260,1374,0.17,0.55
261,37785,0.43,0.57
262,1375,0.09,0.53
263,101739,-0.05,0.67
264,1376,0.04,0.5
265,102407,0.31,0.6
266,3850,0.01,0.45
267,1213,0.37,0.51
268,2839,0.18,0.42
269,103249,0.16,0.47
270,101739,0.28,0.48
271,101362,0.15,0.6
272,91690,0.05,0.48
273,3754,0.1,0.54
274,64997,0.11,0.59
275,94841,0.09,0.51
276,930,0.21,0.54
277,1213,0.39,0.64
278,66304,0.15,0.54
279,3051,0.41,0.62
280,101362,0.06,0.55
281,103075,-0.03,0.6
282,154352,0.23,0.59
283,5944,-0.06,0.54
284,50354,0.28,0.6
285,103275,-0.09,0.59
286,122472,0.3,0.65
287,1213,0.47,0.6
288,2393,0.22,0.49
289,111,0.12,0.57
290,1356,0.2,0.52
291,329,0.05,0.51
292,1372,0.23,0.52
293,76173,0.26,0.56
294,1373,-0.01,0.66
295,102445,0.21,0.33
296,1213,0.17,0.41
297,2034,-0.01,0.7
298,3007,0.08,0.44
299,8366,0.23,0.47
300,1130,-0.04,0.5
301,32,0.27,0.62
302,90537,0.07,0.43
303,1213,0.11,0.58
304,7787,0.3,0.45
305,3928,0.24,0.57
306,610,0.08,0.44
307,103249,0.26,0.57
308,103249,0.1,0.55
309,101360,0.09,0.57
310,529,0.2,0.42
311,111642,0.24,0.68
312,1213,0.13,0.54
313,103339,-0.1,0.39
314,1027,0.18,0.4
315,101362,0.42,0.56
316,51255,0.28,0.6
317,1376,0.17,0.57
318,120390,0.13,0.49
319,103372,0.21,0.47
320,1371,0.09,0.47
321,1411,0.2,0.49
322,94780,0.21,0.68
323,1213,0.45,0.6
324,92378,0.14,0.61
325,102445,0.13,0.45
326,94478,-0.04,0.55
327,102125,0.19,0.58
328,71899,0.11,0.52
329,79132,0.19,0.56
330,101285,0.04,0.64
331,1204,0.15,0.55
332,1213,0.29,0.63
333,107057,0.2,0.54
334,26178,0.04,0.41
335,101362,0.28,0.43
336,97950,0.11,0.51
337,103688,-0.06,0.51
338,1325,-0.03,0.56
339,260,0.31,0.57
340,114629,0.14,0.53
341,1210,0.1,0.45
342,100714,0.14,0.41
343,102123,0.0,0.55
344,101636,0.25,0.41
345,52891,0.11,0.45
346,72235,0.1,0.53
347,155537,0.04,0.53
348,103141,0.15,0.61
349,1089,0.42,0.65
350,103339,0.1,0.53
351,103085,-0.13,0.62
352,103075,0.01,0.59
