,movieId,polarity,subjectivity
0,1241,-0.03,0.53
1,27304,0.24,0.62
2,3362,0.47,0.5
3,100200,0.14,0.49
4,5700,0.19,0.42
5,57532,-0.12,0.6
6,54964,0.05,0.57
7,91713,0.1,0.55
8,42721,-0.11,0.58
9,8765,0.18,0.61
10,5340,0.14,0.53
11,46578,0.41,0.48
12,5700,0.31,0.36
13,39449,0.27,0.54
14,122559,-0.05,0.64
15,57368,0.01,0.48
16,93463,0.19,0.43
17,2768,0.25,0.53
18,106188,0.2,0.6
19,55052,0.04,0.53
20,56757,0.09,0.53
21,5700,0.24,0.52
22,33049,0.01,0.53
23,3198,0.4,0.5
24,56782,0.12,0.53
25,47146,0.07,0.38
26,7168,0.03,0.41
27,55052,0.26,0.61
28,5700,0.31,0.48
29,4564,0.22,0.38
30,55995,-0.01,0.58
31,40278,0.16,0.42
32,2858,0.44,0.61
33,40574,0.06,0.6
34,51927,-0.02,0.59
35,136194,0.1,0.47
36,5700,-0.08,0.55
37,117598,0.18,0.44
38,55732,0.24,0.55
39,55814,0.23,0.5
40,57526,0.13,0.66
41,78905,0.24,0.65
42,5464,0.13,0.59
43,5700,0.01,0.61
44,39400,0.14,0.45
45,35836,-0.06,0.49
46,7111,0.29,0.5
47,2232,0.11,0.42
48,8604,0.31,0.72
49,45361,-0.15,0.5
50,6958,0.18,0.55
51,3210,0.32,0.57
52,25850,0.68,0.77
53,5700,0.1,0.53
54,54075,-0.04,0.68
55,38046,-0.02,0.64
56,54962,0.11,0.54
57,8340,0.07,0.4
58,31878,0.16,0.44
59,152467,0.41,0.43
60,3736,0.08,0.44
61,27497,-0.06,0.44
62,57526,0.21,0.67
63,33794,0.23,0.62
64,128201,-0.03,0.57
65,56367,0.22,0.72
66,73245,0.08,0.56
67,4993,0.23,0.44
68,123818,0.23,0.51
69,144536,0.31,0.6
70,2336,0.18,0.51
71,5700,0.03,0.3
72,134747,0.06,0.4
73,123581,0.15,0.54
74,54580,0.08,0.53
75,1265,0.29,0.62
76,115633,0.03,0.47
77,162496,0.04,0.46
78,92843,0.31,0.59
79,55908,0.08,0.43
80,5700,-0.01,0.82
81,123591,-0.02,0.44
82,52579,0.16,0.54
83,227,0.01,0.64
84,459,0.12,0.58
85,43832,0.3,0.36
86,124320,-0.02,0.61
