,movieId,polarity,subjectivity
0,26903,0.11,0.49
1,2033,0.16,0.48
2,164725,0.37,0.53
3,7959,0.37,0.54
4,181989,0.15,0.7
5,6873,0.08,0.55
6,164977,0.29,0.47
7,111,0.02,0.64
8,175291,0.14,0.48
9,113029,0.06,0.5
10,111,0.12,0.5
11,48516,0.16,0.46
12,7371,0.25,0.5
13,27822,-0.04,0.65
14,7069,-0.01,0.62
15,100229,0.07,0.64
16,45880,-0.09,0.4
17,260,0.41,0.49
18,111,0.54,0.45
19,7360,0.09,0.51
20,44397,-0.15,0.55
21,43684,0.21,0.54
22,1210,0.23,0.47
23,879,0.25,0.45
24,48593,-0.02,0.39
25,44761,0.03,0.47
26,111,0.46,0.7
27,551,0.21,0.56
28,2696,0.27,0.67
29,1982,0.11,0.48
30,45880,0.39,0.58
31,46723,0.11,0.33
32,37380,0.28,0.52
33,111,0.09,0.49
34,48780,0.13,0.62
35,6495,0.09,0.41
36,45208,0.03,0.52
37,85997,0.02,0.42
38,2716,0.06,0.53
39,4047,0.14,0.52
40,37733,0.14,0.48
41,111,0.29,0.58
42,1978,0.25,0.61
43,85981,0.31,0.5
44,8666,-0.08,0.63
45,26696,0.18,0.44
46,1996,-0.14,0.47
47,111,0.5,0.53
48,43177,0.16,0.51
49,52672,0.05,0.44
50,161008,0.05,0.56
51,48780,0.46,0.69
52,3499,-0.1,0.49
53,48780,0.17,0.47
54,6162,0.07,0.63
55,111,0.28,0.6
56,72287,0.26,0.53
57,5731,0.01,0.5
58,115598,0.12,0.39
59,37380,0.02,0.49
60,2750,0.2,0.55
61,77463,0.25,0.51
62,111,0.33,0.42
63,45106,0.21,0.51
64,7369,0.26,0.48
65,33639,0.23,0.51
66,48783,0.21,0.41
67,1771,0.1,0.41
68,48780,0.19,0.62
69,3543,0.11,0.53
70,111,0.1,0.53
71,50382,0.13,0.32
72,7360,0.19,0.55
73,95963,0.27,0.6
74,48516,0.2,0.59
75,50274,0.36,0.61
76,33437,0.13,0.48
77,45730,0.41,0.72
78,73330,0.17,0.46
79,65350,0.02,0.59
80,111,0.12,0.56
81,293,0.21,0.65
82,43904,-0.1,0.82
83,67871,-0.1,0.45
84,4848,0.08,0.46
85,41724,-0.12,0.52
86,3682,0.15,0.54
