,movieId,polarity,subjectivity
0,8670,0.22,0.5
1,122920,0.19,0.58
2,157270,0.27,0.5
3,159437,0.31,0.73
4,159437,0.35,0.6
5,159696,-0.02,0.62
6,157200,0.12,0.5
7,86320,0.16,0.53
8,3908,0.05,0.44
9,177999,0.17,0.44
10,157797,0.15,0.6
11,157200,0.21,0.69
12,26124,0.14,0.59
13,113345,0.1,0.49
14,89745,0.07,0.58
15,140074,0.23,0.57
16,89343,0.09,0.51
17,177999,-0.38,0.63
18,138,0.17,0.61
19,127108,0.39,0.49
20,3130,0.39,0.51
21,71745,0.04,0.57
22,152081,0.1,0.53
23,157200,0.17,0.49
24,132046,0.15,0.57
25,159696,-0.02,0.53
26,136864,-0.04,0.55
27,72737,0.15,0.52
28,47092,0.04,0.55
29,177999,0.14,0.73
30,78088,0.04,0.46
31,175567,0.15,0.6
32,114132,0.03,0.5
33,77455,0.12,0.49
34,125583,0.24,0.54
35,122904,0.18,0.56
36,8332,0.13,0.55
37,122920,0.16,0.31
38,125630,0.03,0.41
39,8796,0.13,0.4
40,136864,0.13,0.49
41,157407,0.11,0.48
42,132442,0.21,0.42
43,127208,0.24,0.65
44,5489,0.11,0.54
45,94405,0.11,0.51
46,87952,0.21,0.38
47,122920,0.12,0.52
48,1207,0.37,0.72
49,1084,0.35,0.64
50,158956,-0.05,0.58
51,97938,0.46,0.68
52,177999,-0.01,0.52
53,157200,-0.01,0.56
54,144620,0.12,0.58
55,92696,-0.19,0.52
56,63082,0.67,0.73
57,122920,-0.14,0.5
58,140739,0.19,0.64
59,2066,0.33,0.59
60,3477,0.07,0.42
61,372,0.23,0.65
62,58301,0.07,0.57
63,593,0.01,0.47
64,87222,0.22,0.55
65,7013,-0.0,0.81
66,154753,0.3,0.6
67,2644,0.14,0.73
68,951,0.42,0.64
69,1427,0.18,0.58
70,372,0.35,0.65
71,927,0.47,0.6
72,1230,0.37,0.61
73,480,0.41,0.64
74,8360,0.28,0.66
75,5858,0.23,0.58
76,60353,0.13,0.47
77,33852,0.13,0.54
78,4878,-0.07,0.7
79,145496,0.31,0.62
80,372,0.23,0.55
81,117529,0.18,0.59
82,159696,-0.02,0.48
83,144620,0.0,0.61
84,136864,0.08,0.41
85,135518,0.06,0.39
86,372,0.09,0.6
87,129749,-0.1,0.52
88,415,0.05,0.29
89,372,-0.18,0.59
90,37785,0.22,0.52
91,122141,-0.01,0.52
92,157326,0.15,0.47
93,172643,0.14,0.54
94,121382,0.26,0.58
95,372,0.23,0.47
96,158402,0.25,0.43
97,92259,0.15,0.44
98,122904,0.76,0.66
99,122920,0.16,0.53
100,122920,0.21,0.43
101,122920,0.45,0.57
102,122920,0.09,0.63
103,372,0.13,0.61
104,372,0.34,0.5
105,56003,0.14,0.5
106,157797,0.03,0.61
107,1562,0.02,0.54
108,61401,-0.06,0.52
109,134246,0.1,0.54
110,181,0.04,0.5
111,158382,0.21,0.53
112,173047,-0.13,0.52
113,149186,-0.04,0.48
114,327,0.04,0.5
115,26764,-0.05,0.53
116,8666,-0.03,0.5
117,130450,0.07,0.51
118,5700,-0.15,0.59
119,151313,0.05,0.52
120,157200,0.14,0.48
121,31225,0.29,0.55
122,839,0.08,0.46
123,89883,0.09,0.42
124,372,0.2,0.61
125,122904,0.26,0.46
126,149590,-0.01,0.47
127,146866,0.2,0.58
128,6907,0.21,0.53
129,116845,0.15,0.46
130,372,0.21,0.47
131,1219,0.25,0.65
132,527,0.36,0.53
133,1247,0.33,0.59
134,372,0.2,0.54
135,122920,0.19,0.49
136,156819,0.17,0.51
137,151645,-0.03,0.54
138,157200,0.18,0.48
139,372,0.41,0.67
140,166249,0.04,0.33
141,167988,0.06,0.36
142,160169,0.11,0.32
143,167988,0.04,0.31
144,167988,0.08,0.46
145,158956,0.03,0.55
146,159437,0.23,0.62
147,372,0.16,0.42
148,63826,0.1,0.49
149,2959,0.15,0.49
150,858,0.04,0.65
151,122904,0.22,0.54
152,122920,0.33,0.52
153,3965,0.47,0.63
154,372,0.1,0.57
155,150604,-0.01,0.53
156,59333,0.19,0.43
157,122920,0.18,0.51
158,158428,0.34,0.61
159,159437,0.12,0.49
160,38,-0.03,0.46
161,150602,0.03,0.44
162,137164,0.06,0.52
163,142997,0.06,0.49
164,136864,0.09,0.59
165,158268,0.24,0.39
166,95720,0.09,0.47
167,26422,-0.07,0.64
168,148172,0.22,0.41
169,372,0.29,0.52
170,163989,0.05,0.41
171,122920,0.29,0.56
172,148888,-0.09,0.52
173,171211,0.17,0.5
174,122920,0.13,0.48
175,4410,0.18,0.48
176,372,0.05,0.6
177,122904,-0.13,0.77
178,112515,0.21,0.46
179,159696,-0.06,0.55
180,26488,0.2,0.54
181,156607,0.08,0.49
182,142420,0.3,0.49
183,1977,0.05,0.43
184,372,-0.02,0.64
185,94439,0.29,0.58
186,83134,0.29,0.69
187,104879,0.31,0.67
188,105731,0.14,0.52
189,135625,0.24,0.61
190,173099,0.11,0.54
191,882,0.15,0.55
192,372,-0.05,0.62
193,94,0.13,0.47
194,103439,-0.02,0.52
195,152079,-0.28,0.61
196,48516,0.15,0.61
197,86876,-0.08,0.62
198,157122,0.22,0.35
199,112753,0.24,0.58
200,372,0.47,0.61
201,132796,0.17,0.41
202,161346,0.02,0.36
203,161520,0.13,0.46
204,122920,0.09,0.44
205,6430,0.16,0.56
206,148172,0.17,0.49
207,139634,0.03,0.57
208,372,0.08,0.58
209,110633,0.23,0.55
210,128975,0.26,0.47
211,32721,0.13,0.34
212,3153,0.2,0.57
213,151639,0.21,0.56
214,152081,0.1,0.47
215,97752,0.07,0.43
216,155968,0.44,0.69
217,372,0.05,0.67
218,116469,0.04,0.37
219,157106,0.44,0.61
220,159606,0.13,0.45
221,143053,0.06,0.58
222,3785,0.05,0.59
223,120138,0.14,0.49
224,152872,-0.01,0.61
225,372,0.13,0.46
226,152079,0.18,0.5
227,147871,0.02,0.45
228,117334,0.29,0.6
229,31737,0.13,0.62
230,372,0.13,0.49
231,5931,0.08,0.54
232,122920,0.18,0.59
233,151297,0.05,0.47
234,127715,0.14,0.37
235,34405,0.02,0.5
236,372,0.0,0.54
237,127108,0.16,0.54
238,159437,0.22,0.57
239,157340,0.04,0.52
240,157200,0.1,0.57
241,157200,0.09,0.46
242,1101,0.24,0.55
243,372,0.74,0.85
244,157200,0.12,0.48
245,174165,0.27,0.53
246,134528,0.31,0.71
247,130684,0.18,0.48
248,122904,0.55,0.62
249,155659,0.03,0.53
250,92420,0.19,0.55
251,372,0.39,0.48
252,1320,0.21,0.52
253,152079,-0.18,0.53
254,159437,0.08,0.57
255,2939,0.41,0.53
256,5686,0.14,0.45
257,99912,0.07,0.49
258,372,0.51,0.56
259,7719,0.17,0.57
260,128127,0.17,0.43
261,1552,0.12,0.57
262,1792,0.17,0.43
263,6664,0.03,0.56
264,78637,0.22,0.56
265,155874,0.28,0.55
266,372,-0.15,0.62
267,122924,-0.1,0.4
268,69844,0.29,0.68
269,41566,0.18,0.45
270,5040,0.09,0.59
271,7086,0.18,0.54
272,1587,0.15,0.49
273,133771,-0.12,0.63
274,95761,0.17,0.58
275,372,0.25,0.6
276,135141,0.29,0.59
277,5444,0.26,0.52
278,167988,0.27,0.51
279,158956,0.01,0.41
280,138208,0.21,0.45
281,157200,0.15,0.51
282,372,0.2,0.53
283,3735,0.27,0.57
284,45852,-0.02,0.37
285,114795,0.19,0.49
286,161094,0.2,0.54
287,132997,-0.14,0.52
288,608,0.07,0.62
289,372,0.1,0.5
290,147827,0.15,0.66
291,55052,0.26,0.43
292,122920,0.13,0.65
293,169404,0.23,0.41
294,148956,0.0,0.43
295,136018,0.05,0.5
296,372,-0.11,0.54
297,157471,0.11,0.45
298,84122,0.02,0.62
299,829,-0.14,0.65
300,372,0.34,0.55
301,105252,-0.0,0.59
302,3793,0.24,0.49
303,3730,0.04,0.58
304,105351,0.13,0.53
305,136022,0.45,0.59
306,55199,-0.04,0.55
307,152270,0.16,0.38
308,372,0.24,0.35
309,122920,0.17,0.53
310,82633,-0.04,0.45
311,1213,0.2,0.61
312,102684,0.05,0.53
313,31696,0.08,0.55
314,105,0.29,0.46
315,1597,0.06,0.57
316,138914,0.16,0.54
317,4093,0.07,0.5
318,372,0.38,0.59
319,2072,0.2,0.5
320,135133,0.17,0.54
