,movieId,polarity,subjectivity
0,54995,0.17,0.49
1,156641,0.07,0.45
2,57368,0.13,0.53
3,318,-0.03,0.49
4,3114,0.32,0.58
5,103273,0.05,0.57
6,59315,0.35,0.56
7,59315,0.22,0.57
8,54513,0.13,0.53
9,56367,-0.04,0.51
10,59315,0.35,0.57
11,57326,0.07,0.56
12,59295,0.14,0.45
13,59315,0.21,0.48
14,56171,-0.04,0.57
15,5902,0.19,0.55
16,57368,-0.01,0.62
17,55814,0.1,0.49
18,3437,-0.1,0.52
19,132711,0.24,0.47
20,55765,0.3,0.53
21,59016,0.13,0.49
22,59037,0.18,0.57
23,59022,0.24,0.62
24,968,0.17,0.54
25,7889,0.08,0.44
26,26204,0.21,0.48
27,121626,0.17,0.55
28,6802,-0.13,0.57
29,59594,0.26,0.45
30,57520,0.26,0.58
31,59315,0.45,0.68
32,59315,0.19,0.35
33,58803,0.3,0.62
34,3858,0.01,0.64
35,59315,0.08,0.51
36,55280,0.29,0.56
37,59295,0.18,0.51
38,26472,0.15,0.4
39,59315,0.17,0.53
40,86068,0.18,0.41
41,153915,0.1,0.49
42,59295,0.17,0.5
43,150756,0.0,0.56
44,1041,0.22,0.64
45,1097,0.28,0.56
46,27801,0.24,0.44
47,7458,0.21,0.52
48,51024,0.2,0.56
49,59258,0.14,0.52
50,97,0.02,0.44
51,56915,0.09,0.6
52,150756,-0.0,0.41
53,59315,0.32,0.56
54,59315,0.21,0.54
55,26198,0.11,0.36
56,59315,0.24,0.57
57,55406,-0.1,0.46
58,49651,0.11,0.43
59,150756,0.09,0.47
60,106583,0.17,0.45
61,55267,0.09,0.43
62,64695,0.11,0.51
63,89527,0.1,0.37
64,1945,0.1,0.51
65,53996,0.03,0.53
66,357,0.18,0.5
67,96405,0.16,0.78
68,59315,0.28,0.63
69,170267,-0.01,0.52
70,57368,-0.48,0.62
71,59315,0.31,0.5
72,142446,0.41,0.61
73,59315,0.14,0.47
74,58367,0.07,0.41
75,1292,0.05,0.58
76,57526,0.11,0.56
77,59315,0.32,0.55
78,170267,0.75,0.77
79,121209,-0.01,0.43
80,2861,0.12,0.51
81,56003,0.07,0.57
82,736,0.17,0.53
83,55820,0.36,0.55
84,54341,0.1,0.65
85,5085,0.35,0.37
86,170267,0.23,0.51
87,2853,0.04,0.56
88,59333,0.11,0.59
89,55805,-0.04,0.53
90,59315,0.23,0.42
91,56551,0.11,0.52
92,26693,0.0,0.52
93,76692,0.33,0.59
94,170267,0.06,0.4
95,54190,0.29,0.52
96,55247,0.23,0.47
97,58297,-0.05,0.56
98,59590,0.08,0.42
99,148785,0.2,0.46
100,5111,-0.23,0.59
101,170267,-0.17,0.62
102,57520,0.21,0.47
103,56145,0.16,0.54
104,59315,0.28,0.46
105,170267,0.27,0.59
106,56757,0.09,0.55
107,59315,0.22,0.49
108,55267,0.03,0.53
109,127282,0.13,0.46
110,356,0.01,0.47
111,55241,0.09,0.55
112,59315,0.56,0.66
113,176679,0.27,0.58
114,1468,0.15,0.63
115,58297,-0.06,0.5
116,7205,0.16,0.45
117,58297,0.03,0.69
118,60641,0.1,0.51
119,41566,0.17,0.54
120,57368,0.08,0.73
121,139529,-0.1,0.54
122,63692,0.22,0.56
123,6620,0.1,0.46
124,59315,0.25,0.53
125,31594,0.25,0.55
126,176679,-0.06,0.6
127,59315,0.19,0.54
128,59333,0.27,0.51
129,59315,0.3,0.57
130,59258,0.13,0.5
131,59315,0.11,0.43
132,58783,0.07,0.43
133,121065,0.14,0.49
134,142778,0.34,0.58
135,31502,0.08,0.57
136,59295,0.09,0.67
137,143549,0.21,0.53
138,8939,-0.16,0.55
139,59333,0.24,0.49
140,176679,-0.39,0.68
141,53280,0.0,0.53
142,82606,-0.05,0.56
143,47952,-0.08,0.55
144,318,0.27,0.62
145,59315,0.15,0.63
146,59315,0.24,0.53
147,176679,0.01,0.45
148,74820,0.09,0.48
149,143549,0.31,0.5
150,147424,0.12,0.48
151,71980,0.24,0.48
152,4365,0.2,0.53
153,40148,-0.16,0.5
154,53582,0.24,0.44
155,167670,0.18,0.49
156,139811,0.07,0.5
157,44671,0.08,0.41
158,2439,0.02,0.39
159,6145,0.19,0.56
160,40148,0.09,0.49
161,2728,0.16,0.48
162,58025,0.07,0.59
163,1244,0.17,0.44
164,125986,-0.04,0.42
165,4775,-0.1,0.61
166,3910,0.02,0.51
167,55814,0.29,0.53
168,117142,0.11,0.42
169,53123,0.29,0.55
170,59315,0.34,0.55
171,163,-0.08,0.58
172,57368,-0.13,0.6
173,7153,0.25,0.6
174,5655,0.24,0.48
175,1419,0.06,0.52
176,133272,0.17,0.49
177,59315,0.2,0.5
178,52328,-0.03,0.47
179,59315,0.05,0.51
180,2974,0.19,0.48
181,2599,0.32,0.31
182,163214,-0.1,0.6
183,3587,0.07,0.42
184,59315,0.35,0.61
185,4568,0.32,0.38
186,58975,0.08,0.51
187,145,0.28,0.54
188,58293,0.0,0.59
189,57910,-0.08,0.46
190,163214,0.03,0.52
191,59315,0.21,0.51
192,59315,0.41,0.66
193,48123,0.11,0.5
194,55768,-0.13,0.57
195,27366,0.37,0.54
196,103912,-0.1,0.54
197,5014,0.5,0.68
198,57528,0.05,0.58
199,142778,0.33,0.49
200,163214,0.21,0.46
201,56145,0.11,0.56
202,59315,0.14,0.48
203,56367,0.12,0.59
204,3000,0.19,0.57
205,58803,0.25,0.55
206,59315,0.26,0.5
207,1232,0.06,0.54
208,59369,-0.01,0.49
209,49278,0.19,0.54
210,163214,0.18,0.72
211,45106,-0.16,0.65
212,6792,0.24,0.52
213,55116,0.11,0.54
214,4499,0.1,0.5
215,59315,0.29,0.55
216,163214,0.33,0.61
217,55267,-0.1,0.52
218,6802,0.08,0.47
219,59315,0.17,0.56
220,136299,0.19,0.54
221,105,0.31,0.49
222,163214,0.48,0.68
223,46723,0.19,0.55
224,58972,0.15,0.39
225,5862,0.03,0.62
226,89,0.17,0.54
227,57426,0.02,0.37
228,59315,0.47,0.66
229,58105,0.35,0.59
230,163214,0.59,0.63
231,5618,0.16,0.47
232,124915,0.32,0.53
233,55820,-0.01,0.61
234,31221,-0.07,0.42
235,31255,0.04,0.59
236,55442,0.18,0.48
237,56788,0.28,0.5
238,71154,-0.03,0.54
239,163214,0.3,0.6
240,5995,0.05,0.45
241,57532,-0.06,0.61
242,52241,0.34,0.61
243,6934,0.07,0.42
244,86862,0.31,0.55
245,55805,0.13,0.58
246,163214,0.49,0.49
247,57532,-0.03,0.56
248,837,0.37,0.61
249,59315,0.38,0.46
250,59315,0.27,0.51
251,59315,0.15,0.56
252,59333,0.08,0.57
253,8874,0.25,0.49
254,59315,0.25,0.51
255,163214,0.25,0.69
256,56367,0.18,0.59
257,4912,0.1,0.57
258,59315,0.19,0.46
259,59315,0.43,0.53
260,4638,0.14,0.44
261,1097,0.2,0.45
262,167410,0.25,0.47
263,59315,0.22,0.53
264,1544,0.11,0.47
265,59315,0.17,0.71
266,66584,0.15,0.53
267,59336,0.04,0.47
268,59315,0.17,0.59
269,167410,-0.23,0.59
270,7840,0.17,0.5
271,101,0.05,0.49
272,59315,0.2,0.53
273,58418,0.13,0.53
274,1178,0.05,0.38
275,32166,0.12,0.45
276,55094,0.1,0.55
277,177639,0.2,0.7
278,167410,0.14,0.49
279,2716,0.08,0.43
280,5968,0.11,0.45
281,435,0.17,0.45
282,49272,0.16,0.52
283,40752,-0.01,0.52
