,movieId,polarity,subjectivity
0,90683,0.02,0.55
1,37855,0.2,0.47
2,111578,-0.01,0.47
3,32395,0.02,0.63
4,953,0.42,0.62
5,39446,0.07,0.52
6,2366,0.08,0.46
7,1994,0.24,0.5
8,33644,0.07,0.57
9,5899,0.39,0.66
10,3069,0.11,0.57
11,50066,0.41,0.52
12,26242,0.0,0.62
13,39435,0.18,0.5
14,148765,-0.15,0.53
15,2710,0.24,0.53
16,123479,0.15,0.39
17,31035,0.13,0.53
18,31613,0.14,0.53
19,39435,0.35,0.57
20,5898,0.23,0.6
21,33832,0.13,0.44
22,34326,0.07,0.47
23,31433,0.49,0.63
24,2921,0.19,0.48
25,1985,-0.0,0.39
26,3434,-0.14,0.54
27,174969,0.1,0.34
28,8957,0.26,0.38
29,3599,0.28,0.58
30,6888,0.07,0.55
31,39446,0.28,0.43
32,30793,0.32,0.65
33,101747,-0.03,0.54
34,155906,0.33,0.42
35,6264,0.19,0.45
36,3578,0.45,0.51
37,58709,-0.02,0.61
38,143577,0.04,0.48
39,39446,0.01,0.58
40,39381,0.17,0.61
41,39419,0.32,0.56
42,8272,0.18,0.56
43,27869,0.35,0.48
44,33162,0.26,0.51
45,2915,0.17,0.45
46,26080,-0.02,0.51
47,8493,0.21,0.51
48,8977,-0.04,0.45
49,39444,0.23,0.6
50,33004,0.02,0.58
51,39444,0.21,0.53
52,2106,0.2,0.43
53,162074,-0.0,0.55
54,7458,0.13,0.53
55,39400,0.14,0.49
56,158571,0.27,0.7
57,441,0.25,0.52
58,4758,-0.03,0.61
59,37733,0.09,0.49
60,8957,0.25,0.49
61,8965,0.44,0.65
62,1644,-0.16,0.62
63,1407,0.39,0.54
64,41863,0.12,0.55
65,6708,0.37,0.6
66,37380,0.09,0.44
67,172447,0.11,0.54
68,8981,0.26,0.52
69,39446,0.12,0.58
70,7361,0.26,0.58
71,34405,0.04,0.51
72,53887,0.07,0.5
73,37857,0.16,0.54
74,39234,0.26,0.54
75,32011,-0.18,0.43
76,481,0.12,0.51
77,27674,0.45,0.81
78,3206,0.08,0.61
79,3928,0.32,0.55
80,128596,0.29,0.48
81,8371,0.32,0.58
82,2858,0.27,0.49
83,5313,0.22,0.55
84,8361,0.19,0.47
85,6250,-0.0,0.64
86,8906,0.01,0.51
87,2491,0.29,0.64
88,33649,0.23,0.52
89,39446,-0.13,0.58
90,115965,0.15,0.49
91,3365,0.16,0.48
92,6709,0.37,0.61
93,36533,-0.12,0.5
94,6989,-0.04,0.4
95,56456,0.03,0.47
96,39446,0.18,0.48
97,124556,0.19,0.53
98,37380,0.25,0.46
99,39435,0.05,0.35
100,7111,0.12,0.23
101,37380,-0.05,0.46
102,39427,0.16,0.58
103,4428,0.14,0.51
104,30793,-0.04,0.62
105,4100,0.38,0.63
106,39446,-0.05,0.58
107,40629,0.17,0.53
108,116090,0.1,0.57
109,120214,0.22,0.47
110,33493,0.2,0.53
111,39446,0.34,0.49
112,26911,0.38,0.72
113,40629,0.11,0.63
114,39446,0.19,0.49
115,3849,0.26,0.52
116,2291,0.23,0.46
117,8666,0.26,0.41
118,3354,0.08,0.61
119,39446,0.1,0.49
120,6270,0.03,0.62
121,179831,0.26,0.58
122,5219,0.05,0.54
123,8062,0.01,0.42
124,6773,0.21,0.63
125,39446,0.26,0.46
126,33166,0.13,0.59
127,4428,0.04,0.52
128,26694,0.19,0.48
129,6586,0.13,0.41
130,2159,0.02,0.51
131,180821,0.24,0.48
132,33164,0.28,0.76
133,31878,0.17,0.52
134,33171,0.33,0.74
135,5646,0.46,0.49
