,movieId,polarity,subjectivity
0,3999,0.12,0.61
1,3999,0.13,0.45
2,3999,-0.06,0.63
3,3999,-0.0,0.59
4,3999,0.06,0.51
5,3999,0.12,0.55
6,3999,0.12,0.46
7,3999,-0.11,0.66
8,3999,0.0,0.43
9,3999,0.15,0.48
10,3999,0.71,0.71
11,3999,-0.02,0.64
12,3999,0.09,0.57
13,3999,-0.48,0.72
14,3999,0.25,0.39
15,3999,0.25,0.39
16,3999,0.13,0.49
17,3999,0.14,0.6
18,3999,-0.29,0.71
19,3999,-0.14,0.69
20,3999,0.18,0.49
21,3999,0.02,0.57
22,3999,-0.15,0.51
23,3999,0.3,0.65
24,3999,0.34,0.55
25,3999,0.2,0.45
26,3999,-0.05,0.62
27,26030,0.27,0.37
28,3999,-0.11,0.53
29,3999,0.03,0.6
30,3999,-0.07,0.48
31,3999,0.08,0.52
32,3999,0.04,0.48
33,3999,0.17,0.81
34,3999,-0.02,0.5
35,3999,0.07,0.41
36,3999,0.07,0.59
37,3999,-0.05,0.51
38,26030,0.16,0.47
39,3999,0.03,0.73
40,3999,0.11,0.54
41,3999,0.05,0.55
42,3999,0.22,0.58
43,3999,0.12,0.54
44,3999,0.1,0.52
45,3999,0.15,0.55
46,3999,0.2,0.53
47,3999,-0.15,0.58
48,3999,0.32,0.43
49,3999,0.44,0.5
50,3999,0.29,0.41
51,3999,0.12,0.63
52,138594,0.26,0.68
53,138594,0.19,0.65
54,138594,0.14,0.27
55,26030,0.02,0.56
56,26030,0.15,0.49
57,26030,0.12,0.53
58,106389,0.1,0.64
59,106389,0.29,0.6
60,106389,0.2,0.58
61,106389,0.2,0.57
62,106389,0.11,0.51
63,106389,0.23,0.57
64,106389,0.29,0.51
65,26030,0.2,0.6
66,106389,0.22,0.66
67,3899,-0.14,0.53
68,3899,0.28,0.52
69,3899,-0.16,0.46
70,3899,0.34,0.29
71,3899,0.36,0.48
72,3899,0.3,0.47
73,3899,0.24,0.62
74,3899,0.47,0.72
75,101400,0.13,0.62
76,3899,0.17,0.42
77,3899,-0.17,0.57
78,3899,0.12,0.49
79,3899,0.18,0.57
80,3899,0.61,0.68
81,3899,-0.1,0.61
82,3899,0.12,0.54
83,3899,0.3,0.54
84,3899,0.24,0.62
85,3899,0.06,0.55
86,3899,-0.0,0.45
87,3899,0.16,0.45
88,3899,0.11,0.46
89,3899,-0.04,0.39
90,3899,0.26,0.49
91,3899,0.45,0.69
92,3899,0.17,0.44
93,3899,0.24,0.39
94,3899,-0.07,0.44
95,3899,0.27,0.73
96,5649,0.12,0.58
97,3899,0.2,0.68
98,3899,0.13,0.48
99,3899,-0.03,0.43
100,3899,0.2,0.59
101,3899,0.1,0.7
102,3899,0.3,0.57
103,3899,0.42,0.77
104,3899,-0.02,0.49
105,3899,0.07,0.45
106,3456,0.16,0.54
107,5649,0.17,0.52
108,3456,0.21,0.55
109,3456,0.12,0.56
110,3456,0.25,0.62
111,3456,0.23,0.63
112,3456,0.21,0.6
113,3456,0.18,0.54
114,3456,0.4,0.46
115,3456,0.17,0.64
116,3456,-0.11,0.57
117,3456,0.12,0.51
118,5649,0.15,0.52
119,3456,0.1,0.57
120,3456,0.11,0.58
121,3456,0.13,0.52
122,3456,0.12,0.6
123,3456,0.35,0.74
124,3456,0.2,0.57
125,3456,0.12,0.57
126,3456,0.21,0.59
127,3456,0.15,0.49
128,3456,0.39,0.56
129,5649,0.45,0.66
130,3456,0.34,0.68
131,3456,0.1,0.62
132,3456,0.48,0.53
133,3456,0.09,0.57
134,3456,0.33,0.8
135,3456,0.45,0.5
136,3456,0.42,0.65
137,3456,0.4,0.59
138,3456,-0.06,0.63
139,5649,0.32,0.5
140,3456,0.04,0.41
141,3456,0.18,0.66
142,3456,0.42,0.56
143,3456,0.12,0.47
144,3456,0.28,0.58
145,3456,0.16,0.51
146,3456,0.18,0.58
147,3456,0.15,0.62
148,3456,0.34,0.54
149,3456,0.29,0.61
150,3456,0.58,0.65
151,3456,0.16,0.4
152,3456,0.15,0.51
153,3456,0.35,0.59
154,3456,0.28,0.36
155,3456,0.45,0.63
156,3456,-0.12,0.59
157,3456,0.38,0.62
158,3456,0.04,0.5
159,3456,0.06,0.57
160,5649,0.36,0.5
161,3456,0.23,0.52
162,3456,0.11,0.47
163,3456,-0.03,0.54
