,movieId,polarity,subjectivity
0,130044,0.09,0.57
1,4409,-0.02,0.47
2,113604,0.28,0.41
3,113378,0.06,0.63
4,141994,0.44,0.52
5,116823,0.0,0.66
6,115210,-0.05,0.57
7,4409,0.31,0.64
8,101142,-0.02,0.47
9,115170,0.01,0.36
10,4637,-0.05,0.36
11,114935,0.18,0.51
12,112370,0.16,0.47
13,4409,0.16,0.52
14,117017,-0.02,0.59
15,6644,0.08,0.48
16,5015,0.34,0.49
17,113071,0.28,0.7
18,116823,-0.03,0.47
19,116823,0.32,0.49
20,116823,0.22,0.43
21,110899,-0.12,0.6
22,4409,0.13,0.45
23,113862,0.1,0.38
24,113829,0.25,0.56
25,25775,0.01,0.45
26,79796,0.1,0.59
27,1732,0.28,0.62
28,145726,0.1,0.62
29,106918,0.3,0.65
30,26285,0.05,0.53
31,5551,0.22,0.85
32,4409,0.07,0.46
33,4539,0.07,0.59
34,116823,0.21,0.36
35,114935,0.28,0.58
36,26819,0.23,0.51
37,79185,0.31,0.53
38,116977,0.14,0.55
39,112556,0.19,0.6
40,109487,0.11,0.46
41,4409,0.17,0.51
42,3668,0.17,0.43
43,71379,0.09,0.59
44,90600,0.11,0.52
45,116823,0.1,0.45
46,4409,0.04,0.41
47,129845,0.14,0.29
48,4186,0.1,0.53
49,106881,0.11,0.5
50,109487,0.15,0.61
51,121009,0.44,0.69
52,6874,0.16,0.5
53,3036,0.17,0.52
54,4409,0.19,0.54
55,105519,0.28,0.62
56,116823,-0.12,0.51
57,4409,0.26,0.53
58,141994,-0.31,0.59
59,25888,0.16,0.48
60,64410,0.13,0.48
61,109487,0.18,0.57
62,109487,0.23,0.56
63,2184,0.15,0.6
64,158575,0.18,0.33
65,116823,0.25,0.51
66,1047,0.1,0.44
67,4023,0.2,0.67
68,118214,-0.05,0.41
69,116823,0.22,0.52
70,108085,0.08,0.49
71,913,0.13,0.52
72,116823,0.19,0.49
73,116823,0.02,0.46
74,2421,0.2,0.6
75,2541,0.16,0.52
76,112183,0.24,0.5
77,135627,0.18,0.39
78,116823,-0.1,0.54
79,113275,0.16,0.62
80,109483,-0.03,0.48
81,110102,0.33,0.6
82,7056,0.08,0.49
83,6,0.16,0.47
84,105585,0.03,0.56
85,118710,0.2,0.44
86,4000,0.27,0.49
87,117176,0.12,0.56
88,118896,0.17,0.59
89,116823,0.12,0.46
90,135545,-0.05,0.37
91,165531,0.08,0.61
92,1194,0.07,0.42
93,116823,0.02,0.54
94,116823,0.15,0.57
95,112138,0.14,0.55
96,5040,0.21,0.63
97,3877,-0.02,0.51
98,1254,0.12,0.51
99,92944,0.18,0.48
100,5551,0.23,0.41
101,148938,-0.06,0.57
102,116823,0.22,0.46
103,136339,0.18,0.73
104,103624,-0.06,0.57
105,116977,0.07,0.53
106,106238,-0.09,0.64
107,111659,0.42,0.75
108,75397,0.32,0.59
109,128695,0.36,0.61
110,115617,0.16,0.4
111,116977,0.18,0.53
112,25878,0.18,0.48
113,82167,-0.04,0.49
114,89112,0.15,0.4
115,106696,0.52,0.62
116,109682,0.41,0.72
117,113071,-0.12,0.55
118,54328,0.53,0.66
119,150612,0.15,0.42
120,32598,0.37,0.76
121,87216,0.11,0.38
122,6813,0.17,0.49
123,111360,0.04,0.46
124,109682,0.35,0.45
125,141994,0.15,0.48
126,111661,0.04,0.48
127,145747,0.23,0.47
128,52328,0.37,0.65
129,116781,-0.11,0.52
130,112552,0.14,0.56
131,104863,-0.03,0.4
132,114935,0.14,0.6
133,109682,0.14,0.46
134,7222,0.04,0.44
135,116823,0.05,0.49
136,109487,0.17,0.56
137,112818,-0.02,0.52
138,113780,0.05,0.64
139,3499,0.49,0.68
140,1210,0.14,0.53
141,115149,0.27,0.5
142,26791,0.34,0.82
143,90382,0.06,0.53
144,112868,0.16,0.5
145,109487,0.38,0.46
146,6757,-0.05,0.42
147,112515,0.0,0.41
148,4993,0.45,0.69
149,115569,0.08,0.51
150,115471,0.05,0.56
151,117176,0.19,0.51
152,26791,0.22,0.41
153,114928,0.01,0.51
154,113378,0.01,0.5
155,135627,0.16,0.57
156,109487,0.12,0.59
157,108764,-0.02,0.53
158,90249,0.16,0.55
159,26248,0.23,0.61
160,114707,0.29,0.57
161,108778,0.18,0.59
162,26791,-0.16,0.62
163,111360,0.19,0.51
164,112911,-0.21,0.61
165,2316,0.37,0.66
166,113780,0.07,0.65
167,105236,-0.14,0.63
168,109487,0.2,0.5
169,79702,0.16,0.58
170,112515,0.12,0.57
171,116823,0.08,0.36
172,112515,0.23,0.6
173,26791,0.26,0.48
174,2253,0.08,0.61
175,116823,0.12,0.45
176,111360,0.08,0.51
177,3000,0.22,0.6
178,52356,0.39,0.49
179,148278,0.17,0.57
180,26791,-0.16,0.63
181,116823,0.01,0.21
182,109487,0.27,0.46
183,4410,-0.1,0.36
184,2985,0.17,0.44
185,109487,-0.05,0.52
186,849,0.14,0.53
187,117861,0.28,0.52
188,26791,0.06,0.57
189,109487,0.08,0.46
190,109487,0.3,0.43
191,3347,0.03,0.58
192,69436,-0.04,0.51
193,111764,0.21,0.45
194,2115,0.1,0.55
195,115569,0.31,0.59
196,132524,0.22,0.53
197,111360,0.27,0.52
198,116823,0.11,0.55
199,26791,0.26,0.5
200,118710,0.22,0.57
201,25748,0.17,0.5
202,109487,0.17,0.47
203,112290,0.29,0.54
204,158575,0.19,0.55
205,112290,0.24,0.6
206,114033,0.16,0.51
207,112370,-0.21,0.6
208,26791,-0.22,0.61
209,112497,0.2,0.48
210,1234,0.39,0.56
211,107236,0.09,0.53
212,54372,-0.08,0.43
213,113780,0.04,0.54
214,108085,0.14,0.55
215,109487,0.19,0.37
216,26791,0.55,0.61
217,30749,0.17,0.57
218,106489,0.31,0.55
219,97328,0.09,0.52
220,116752,-0.01,0.45
221,115130,0.13,0.61
222,8361,0.03,0.42
223,116823,0.34,0.57
224,111360,0.36,0.53
225,26791,0.08,0.57
226,113453,0.15,0.54
227,3686,0.09,0.57
228,72714,0.05,0.55
229,103489,0.03,0.53
230,88051,0.09,0.45
231,112852,0.27,0.58
232,4441,0.25,0.53
233,26791,0.43,0.72
234,8493,0.23,0.65
235,89774,0.05,0.53
236,112759,0.22,0.48
237,114439,0.08,0.3
238,173229,-0.24,0.58
239,80860,-0.02,0.51
240,116823,0.13,0.41
241,2748,0.14,0.53
242,113089,0.24,0.56
243,26791,0.23,0.6
244,116823,0.11,0.66
245,76175,0.11,0.67
246,115617,0.18,0.43
247,112399,0.33,0.55
248,116823,0.28,0.53
249,117176,0.32,0.58
250,85342,0.0,0.47
251,109483,0.28,0.56
252,26791,0.03,0.46
253,109487,0.2,0.51
254,110273,0.05,0.46
255,113453,0.12,0.58
256,112852,0.15,0.46
257,94864,0.17,0.47
258,47044,0.1,0.55
259,115569,0.44,0.69
260,135765,0.17,0.46
261,26791,0.28,0.55
262,115149,0.12,0.53
263,3658,0.13,0.64
264,1193,0.09,0.57
265,114601,0.3,0.59
266,111617,-0.11,0.46
267,116823,-0.18,0.62
268,134571,0.28,0.65
