,movieId,polarity,subjectivity
0,2206,0.2,0.59
1,117370,0.17,0.4
2,3947,0.24,0.68
3,1968,0.3,0.68
4,44191,-0.08,0.55
5,46062,0.33,0.52
6,2580,0.43,0.58
7,7285,0.0,0.58
8,43928,0.22,0.56
9,44191,0.07,0.48
10,117370,0.1,0.47
11,1958,0.25,0.67
12,99130,-0.04,0.64
13,5298,0.24,0.51
14,8804,0.0,0.54
15,2313,0.25,0.5
16,164481,0.39,0.63
17,27317,0.17,0.48
18,2174,0.4,0.53
19,37733,0.03,0.6
20,117370,0.1,0.47
21,105,0.27,0.64
22,1201,0.45,0.42
23,31698,0.01,0.56
24,5349,0.02,0.46
25,6281,0.05,0.51
26,109351,0.16,0.56
27,4226,0.21,0.59
28,44197,0.29,0.42
29,44191,0.13,0.48
30,117370,0.29,0.4
31,43744,0.2,0.71
32,2997,0.14,0.51
33,7153,0.26,0.55
34,177345,0.25,0.47
35,153544,0.12,0.52
36,33912,0.14,0.54
37,36276,-0.11,0.57
38,41997,0.05,0.54
39,117370,0.09,0.44
40,40815,0.17,0.42
41,168524,0.2,0.62
42,38600,0.4,0.56
43,2121,0.1,0.5
44,163,-0.14,0.57
45,858,0.63,0.8
46,8974,0.15,0.52
47,31636,0.0,0.4
48,117370,0.22,0.47
49,148392,0.01,0.43
50,44397,0.02,0.42
51,125357,0.13,0.42
52,36086,0.18,0.51
53,4056,0.13,0.49
54,38538,0.17,0.56
55,117370,0.01,0.39
56,3196,0.51,0.42
57,7318,0.04,0.51
58,39292,0.21,0.49
59,236,0.52,0.57
60,39183,0.21,0.52
61,45335,0.11,0.46
62,44397,0.05,0.49
63,2937,0.25,0.66
64,2937,0.12,0.46
65,124031,0.07,0.48
66,44397,0.18,0.59
67,128711,0.21,0.41
68,117370,-0.07,0.51
69,4538,-0.06,0.43
70,5080,0.44,0.63
71,228,0.21,0.6
72,919,0.13,0.44
73,4370,0.34,0.64
74,8533,0.37,0.6
75,2572,0.26,0.51
76,89800,0.17,0.49
77,117370,0.03,0.49
78,7449,-0.04,0.55
79,40887,0.16,0.55
80,4605,0.12,0.57
81,7235,0.02,0.54
82,1975,-0.11,0.51
83,1961,0.24,0.55
84,117370,0.09,0.55
85,34437,-0.18,0.51
86,8376,0.33,0.52
87,25841,0.15,0.44
88,7041,0.36,0.44
89,44187,0.29,0.59
90,1976,0.11,0.59
91,44397,-0.02,0.53
92,117370,0.2,0.51
93,41617,0.23,0.52
94,2733,0.39,0.57
95,27410,-0.11,0.55
96,37733,0.21,0.59
97,44397,-0.04,0.56
98,27811,0.3,0.52
99,43936,0.26,0.46
100,3932,0.24,0.62
101,4733,0.2,0.59
102,112774,-0.15,0.33
103,3175,0.25,0.58
104,8512,0.31,0.52
105,27020,0.21,0.6
106,44191,0.09,0.5
107,44397,0.09,0.38
108,180945,0.27,0.53
109,112774,-0.01,0.65
110,1358,0.37,0.47
111,39292,0.12,0.54
112,40966,0.15,0.45
113,35957,0.33,0.57
114,110854,0.14,0.63
115,40278,-0.03,0.61
116,594,0.08,0.47
117,112774,-0.03,0.5
118,30810,0.34,0.63
119,26003,-0.14,0.57
120,109351,-0.1,0.64
121,7046,0.25,0.51
122,7151,0.08,0.6
123,39231,0.11,0.57
124,135149,0.21,0.36
125,112774,-0.09,0.53
126,115337,0.15,0.39
127,141810,0.08,0.43
128,1026,0.19,0.5
129,146798,0.04,0.36
130,43928,-0.13,0.48
131,112774,-0.05,0.62
132,122998,0.27,0.49
133,163194,0.2,0.35
134,50909,0.14,0.47
135,62115,0.17,0.45
136,6239,0.1,0.56
137,1977,0.25,0.5
138,112774,-0.01,0.49
139,42721,-0.18,0.63
140,37733,0.19,0.54
141,1258,0.43,0.67
142,3034,0.27,0.58
143,40148,0.11,0.55
144,3873,0.28,0.56
145,1339,-0.05,0.5
146,112774,-0.35,0.69
147,2012,0.09,0.41
148,44225,0.04,0.59
149,100165,0.21,0.49
150,1978,-0.11,0.49
151,4656,0.18,0.53
152,8978,0.09,0.63
153,41566,0.37,0.48
154,26485,0.24,0.39
155,89800,0.21,0.45
156,520,0.0,0.67
157,2318,0.03,0.58
158,42721,-0.04,0.53
159,5761,0.26,0.46
160,34323,0.19,0.57
161,43936,-0.23,0.66
162,3171,0.31,0.6
163,42721,-0.01,0.58
164,6958,0.02,0.47
165,3781,0.26,0.57
166,2988,0.1,0.54
167,8189,-0.1,0.5
168,39183,0.19,0.55
169,8779,0.15,0.65
170,1233,0.19,0.56
171,40819,0.13,0.52
172,4950,0.03,0.63
173,31424,-0.11,0.55
174,6511,0.3,0.47
175,3781,0.24,0.54
176,2678,0.11,0.37
177,82313,0.18,0.47
178,2501,0.27,0.52
179,33267,0.29,0.64
180,34520,-0.03,0.49
181,39444,0.03,0.48
182,39796,0.0,0.52
183,128105,0.1,0.7
184,3781,0.07,0.37
185,33261,0.16,0.49
186,33166,-0.04,0.46
187,6711,-0.18,0.6
188,33794,0.37,0.64
189,33166,0.07,0.52
190,43292,0.31,0.53
191,33166,0.01,0.48
192,100465,-0.11,0.33
