,movieId,polarity,subjectivity
0,2232,-0.26,0.61
1,135141,0.25,0.51
2,135135,-0.07,0.28
3,1304,0.26,0.66
4,1230,-0.0,0.7
5,146136,0.46,0.69
6,4322,0.15,0.57
7,300,0.1,0.55
8,4432,0.24,0.55
9,4570,0.2,0.49
10,48943,0.06,0.44
11,1221,0.13,0.47
12,122920,0.32,0.51
13,300,0.12,0.59
14,112288,0.07,0.55
15,1676,0.01,0.47
16,4476,0.18,0.4
17,37626,0.23,0.48
18,7254,0.05,0.63
19,2902,0.32,0.54
20,170733,0.06,0.35
21,151687,0.1,0.7
22,300,0.25,0.66
23,4972,0.11,0.54
24,118716,0.17,0.46
25,122920,0.31,0.52
26,67799,0.05,0.46
27,4774,0.17,0.53
28,5773,0.29,0.56
29,3578,0.12,0.46
30,177361,0.1,0.38
31,300,0.12,0.52
32,122920,-0.05,0.55
33,116971,0.12,0.54
34,1092,0.19,0.54
35,318,0.22,0.54
36,122920,0.29,0.54
37,127256,0.13,0.53
38,300,0.49,0.56
39,1955,-0.02,0.48
40,5305,0.39,0.5
41,152077,0.26,0.56
42,300,0.07,0.5
43,112580,-0.04,0.58
44,106508,0.26,0.59
45,158518,0.04,0.49
46,157407,-0.18,0.52
47,122920,-0.06,0.52
48,157865,0.37,0.55
49,142113,0.32,0.59
50,49815,-0.04,0.5
51,3161,0.24,0.51
52,181211,-0.13,0.51
53,150278,0.0,0.36
54,300,0.41,0.68
55,7311,0.33,0.5
56,102445,0.06,0.41
57,148172,-0.07,0.48
58,157797,0.14,0.59
59,653,0.21,0.62
60,109187,-0.0,0.57
61,300,0.17,0.54
62,125630,0.08,0.61
63,111921,-0.02,0.41
64,1258,0.28,0.58
65,137857,0.29,0.62
66,155968,0.13,0.54
67,54783,0.11,0.55
68,300,0.54,0.67
69,48698,-0.06,0.61
70,300,0.18,0.42
71,116155,0.24,0.52
72,157142,0.22,0.52
73,78218,-0.27,0.69
74,125916,0.05,0.49
75,300,0.23,0.59
76,113345,-0.14,0.56
77,4016,0.06,0.55
78,132594,0.39,0.57
79,122924,0.27,0.51
80,122924,0.12,0.5
81,300,0.29,0.52
82,3946,0.04,0.59
83,2687,0.25,0.6
84,34583,0.04,0.54
85,5134,0.22,0.52
86,157340,0.17,0.51
87,80122,0.14,0.43
88,181957,0.1,0.54
89,300,0.19,0.45
90,151639,-0.08,0.47
91,165925,0.07,0.46
92,147927,0.16,0.58
93,163062,0.1,0.41
94,123880,0.13,0.58
95,300,0.13,0.55
96,136016,0.12,0.5
97,152179,-0.01,0.42
98,114818,-0.02,0.64
99,122920,-0.08,0.61
100,300,0.04,0.51
101,136864,0.19,0.58
102,300,0.18,0.62
103,112497,0.18,0.6
104,92234,-0.09,0.53
105,49422,0.2,0.42
106,300,0.06,0.59
107,162624,0.22,0.56
108,122920,0.08,0.53
109,300,0.13,0.46
110,3098,0.2,0.41
111,177735,0.16,0.58
112,134879,0.14,0.58
113,149967,0.24,0.59
114,158390,0.26,0.57
115,159399,0.03,0.63
116,300,0.0,0.0
117,162648,0.2,0.46
118,174343,0.27,0.72
119,300,0.28,0.51
120,3578,0.12,0.51
121,95524,0.03,0.6
122,139385,0.29,0.56
123,122904,-0.1,0.56
124,113345,0.03,0.58
125,136864,0.03,0.56
126,122920,0.29,0.65
127,300,0.13,0.35
128,160956,0.06,0.47
129,283,0.1,0.54
130,7753,0.06,0.58
131,131378,0.24,0.48
132,300,0.38,0.53
133,55069,-0.09,0.59
134,933,0.43,0.55
135,2555,-0.04,0.61
136,3489,0.23,0.55
137,151433,0.21,0.65
138,156609,-0.05,0.41
139,3608,0.17,0.61
140,122904,0.11,0.49
141,181957,0.15,0.48
142,300,0.3,0.55
143,53443,0.2,0.5
144,8480,0.25,0.47
145,152591,0.34,0.55
146,142925,0.12,0.42
147,122920,0.15,0.47
148,27311,0.27,0.58
149,122920,-0.02,0.53
150,300,0.21,0.47
151,113345,-0.03,0.46
152,165485,-0.12,0.64
153,140267,0.21,0.5
154,96640,-0.01,0.66
155,1206,0.07,0.63
156,158549,0.1,0.6
157,4226,0.14,0.52
158,300,0.48,0.74
159,1032,0.22,0.56
160,858,0.46,0.73
161,111659,0.13,0.58
162,180945,0.27,0.43
163,120799,0.02,0.45
164,171813,-0.17,0.51
165,3525,0.12,0.45
166,105703,0.11,0.52
167,158453,0.11,0.48
168,26021,0.25,0.55
169,300,0.2,0.49
170,6949,0.04,0.42
171,57326,-0.15,0.51
172,3163,0.27,0.54
173,3432,0.0,0.52
174,7727,0.07,0.47
175,81591,0.11,0.51
176,125359,0.12,0.54
177,7587,0.07,0.59
178,165867,0.42,0.53
179,122904,0.05,0.63
180,130442,0.03,0.56
181,132840,0.12,0.49
182,300,0.36,0.59
183,170733,0.43,0.53
184,158512,0.1,0.44
185,125299,0.09,0.51
186,1266,0.49,0.77
187,170303,0.25,0.56
