,movieId,polarity,subjectivity
0,8828,0.18,0.47
1,110519,0.22,0.42
2,53046,0.21,0.56
3,8158,0.17,0.49
4,37733,0.03,0.46
5,45499,0.17,0.59
6,38388,0.24,0.44
7,45499,0.42,0.64
8,110519,0.24,0.52
9,296,0.08,0.68
10,38159,0.29,0.54
11,6534,0.11,0.5
12,168766,0.19,0.5
13,85889,0.3,0.51
14,7175,0.1,0.57
15,45447,0.07,0.66
16,89476,0.37,0.58
17,110519,-0.09,0.53
18,125561,0.23,0.5
19,126094,0.15,0.59
20,110519,0.14,0.57
21,45447,0.24,0.56
22,45447,0.19,0.56
23,39444,-0.23,0.58
24,4391,0.24,0.49
25,129378,0.14,0.35
26,49098,0.14,0.49
27,57171,-0.13,0.6
28,101481,0.01,0.58
29,42728,0.2,0.51
30,39414,0.06,0.58
31,5037,0.31,0.53
32,45447,0.24,0.52
33,129378,0.14,0.56
34,126715,0.0,0.57
35,59858,0.18,0.48
36,40278,0.06,0.5
37,45499,0.25,0.65
38,97330,-0.01,0.54
39,39449,0.36,0.61
40,129378,0.05,0.43
41,57282,0.16,0.42
42,42725,0.19,0.5
43,42721,0.03,0.5
44,42721,-0.13,0.57
45,26119,0.05,0.68
46,8880,0.27,0.49
47,44761,0.21,0.63
48,39183,0.2,0.51
49,152461,0.05,0.44
50,33358,0.19,0.5
51,26175,0.23,0.46
52,4103,-0.07,0.46
53,45081,0.22,0.63
54,53046,0.12,0.52
55,129378,-0.01,0.49
56,45210,-0.07,0.57
57,126225,-0.0,0.42
58,2150,0.02,0.57
59,26246,0.04,0.61
60,40952,0.11,0.51
61,129378,0.02,0.51
62,146329,0.15,0.5
63,45447,0.3,0.54
64,45447,0.14,0.47
65,36535,-0.01,0.33
66,34319,0.09,0.53
67,27611,0.07,0.54
68,1343,0.1,0.55
69,129378,0.02,0.56
70,34532,0.16,0.42
71,45499,0.2,0.45
72,86449,0.14,0.51
73,33445,0.36,0.5
74,45447,-0.16,0.47
75,1371,0.17,0.55
76,129378,0.12,0.45
