,movieId,polarity,subjectivity
0,2628,0.2,0.42
1,2628,0.18,0.5
2,2628,0.08,0.47
3,2628,0.05,0.59
4,2628,-0.02,0.53
5,2628,0.36,0.6
6,2628,0.14,0.6
7,2628,0.14,0.51
8,2628,0.2,0.6
9,2628,-0.05,0.7
10,2628,0.09,0.53
11,2628,0.02,0.52
12,2628,0.11,0.53
13,2628,0.15,0.51
14,2628,0.01,0.57
15,2628,0.29,0.54
16,2628,0.39,0.64
17,2628,0.15,0.51
18,4016,0.32,0.5
19,4016,0.38,0.62
20,4016,0.09,0.5
21,4016,-0.0,0.55
22,4016,0.11,0.44
23,4016,0.29,0.67
24,4016,0.38,0.57
25,4016,0.28,0.55
26,4016,0.12,0.37
27,4016,0.18,0.61
28,4016,0.45,0.78
29,4016,0.2,0.56
30,4016,0.62,0.9
31,4016,0.06,0.44
32,4016,0.19,0.53
33,4016,0.16,0.6
34,4016,0.33,0.69
35,4016,0.33,0.66
36,4016,0.28,0.73
37,4016,0.14,0.53
38,4016,0.37,0.53
39,4016,0.37,0.53
40,4016,0.12,0.53
41,4016,0.15,0.55
42,4016,0.05,0.44
43,4016,0.36,0.68
44,4016,0.06,0.54
45,4016,-0.07,0.47
46,4016,0.28,0.44
47,4016,0.28,0.58
48,4016,0.18,0.55
49,4016,0.28,0.71
50,4016,-0.27,0.51
51,4016,0.14,0.61
52,4016,0.25,0.6
53,4016,-0.02,0.56
54,4016,0.32,0.66
55,4016,0.47,0.68
56,4016,0.13,0.54
57,4016,0.41,0.57
58,4016,0.27,0.5
59,4016,0.17,0.66
60,4016,0.23,0.48
61,4016,0.6,0.68
62,4016,0.15,0.54
63,4016,0.17,0.3
64,4016,0.18,0.53
65,4016,0.65,0.67
66,4016,0.48,0.69
67,4016,0.25,0.67
68,4016,0.19,0.67
69,4016,0.19,0.31
70,4016,0.09,0.55
71,4016,0.19,0.53
72,4016,0.03,0.46
73,4016,0.5,0.65
74,4016,0.07,0.47
75,4016,0.44,0.57
76,4016,0.28,0.59
77,4016,0.1,0.47
78,4016,0.15,0.55
79,4016,0.02,0.53
80,4016,0.41,0.65
81,4016,0.17,0.41
82,4016,0.27,0.38
83,4016,0.2,0.49
84,4016,0.09,0.41
85,4016,0.36,0.6
86,4016,0.36,0.58
87,4016,0.24,0.7
88,4016,0.36,0.75
89,4016,0.26,0.53
90,4016,0.44,0.66
91,4016,0.17,0.57
92,4016,-0.06,0.68
93,4016,0.06,0.44
94,4016,0.21,0.54
95,4016,0.35,0.52
96,4016,0.05,0.69
97,4016,0.32,0.53
98,4016,0.14,0.55
99,4016,0.24,0.47
100,4016,0.16,0.58
101,4016,0.66,0.68
102,4016,0.19,0.6
103,4016,0.24,0.61
104,4016,0.22,0.52
105,4016,0.0,0.41
106,4016,0.07,0.5
107,4016,0.53,0.64
108,4016,0.17,0.47
109,4016,0.29,0.56
110,4016,0.03,0.51
111,4016,0.34,0.43
112,4016,0.18,0.54
113,4016,0.24,0.57
114,4016,0.17,0.6
115,4016,0.08,0.59
116,4016,0.24,0.6
117,4016,0.12,0.57
118,4016,0.34,0.55
119,4016,0.34,0.6
120,4016,0.14,0.54
121,4016,0.22,0.71
122,4016,0.02,0.54
123,4016,0.14,0.65
124,4016,0.36,0.59
125,4016,-0.13,0.68
126,4016,-0.01,0.52
127,4016,0.22,0.56
128,4016,0.44,0.62
129,4016,0.14,0.55
130,4016,-0.06,0.7
131,4016,0.23,0.41
132,4016,0.05,0.52
133,4016,0.17,0.58
134,4016,0.19,0.69
135,4016,0.41,0.57
136,4016,0.15,0.58
137,4016,0.12,0.55
138,4016,0.22,0.55
139,4016,0.21,0.33
140,4016,0.29,0.75
141,4016,0.33,0.69
142,4016,0.11,0.65
143,4016,0.45,0.84
144,4016,0.16,0.51
145,4016,0.03,0.53
146,4016,0.15,0.63
147,4016,0.22,0.57
148,4016,0.17,0.68
149,4016,0.21,0.52
150,4016,0.37,0.52
151,4016,0.3,0.58
152,4016,0.41,0.56
153,4016,0.35,0.64
154,4016,0.16,0.51
155,4016,0.27,0.62
156,4016,0.11,0.71
157,4016,0.7,0.87
158,4016,0.55,0.79
159,4016,0.2,0.55
160,4016,0.5,0.73
161,4016,0.32,0.57
162,4016,0.27,0.64
163,4016,0.49,0.47
164,4016,0.19,0.6
165,4016,0.09,0.7
166,4016,0.14,0.45
167,4016,0.21,0.37
168,4016,0.35,0.65
169,4016,0.21,0.57
170,4016,0.18,0.64
171,4016,0.64,0.79
172,4016,-0.06,0.73
173,4016,0.05,0.61
174,4016,0.24,0.65
175,4016,0.19,0.63
176,4016,-0.18,0.8
177,4016,0.58,0.54
178,4016,0.3,0.49
179,4016,0.08,0.53
180,4016,0.36,0.76
181,4016,0.17,0.68
182,4016,0.25,0.63
183,4016,0.3,0.71
