,movieId,polarity,subjectivity
0,37727,-0.16,0.55
1,27096,0.25,0.49
2,34198,0.01,0.4
3,40723,0.18,0.5
4,1921,0.18,0.55
5,3671,0.06,0.49
6,1293,0.23,0.44
7,43589,0.05,0.46
8,36517,0.02,0.48
9,27327,0.12,0.46
10,3671,0.39,0.66
11,7704,0.22,0.41
12,3476,0.52,0.62
13,6384,0.22,0.45
14,42721,0.06,0.62
15,31658,0.18,0.53
16,41566,0.11,0.41
17,3671,0.11,0.61
18,7984,0.18,0.54
19,920,0.14,0.53
20,52088,0.21,0.61
21,27838,0.1,0.58
22,3977,0.14,0.56
23,597,0.33,0.43
24,8666,-0.3,0.73
25,1340,0.18,0.57
26,3671,0.01,0.44
27,26528,0.38,0.56
28,6503,0.2,0.44
29,39398,0.2,0.44
30,137028,0.26,0.6
31,40946,0.16,0.61
32,3671,0.36,0.69
33,4873,-0.06,0.41
34,296,0.16,0.43
35,124787,0.26,0.48
36,1225,0.22,0.57
37,37475,0.12,0.48
38,3671,-0.26,0.68
39,8963,0.03,0.49
40,142754,0.1,0.54
41,122037,0.21,0.59
42,33679,0.03,0.42
43,3441,-0.05,0.55
44,44828,0.2,0.46
45,4728,0.17,0.52
46,30816,0.19,0.62
47,3671,0.14,0.63
48,38046,0.07,0.15
49,7458,0.25,0.58
50,1393,0.37,0.44
51,1127,0.04,0.51
52,3671,0.26,0.56
53,2772,0.34,0.46
54,130107,0.18,0.48
55,1278,0.18,0.56
56,145722,-0.01,0.46
57,181055,0.28,0.58
58,7153,0.42,0.65
59,44974,0.21,0.63
60,6549,0.11,0.65
61,3671,0.12,0.57
62,34323,-0.3,0.63
63,5971,0.43,0.71
64,32298,0.23,0.53
65,2459,0.11,0.58
66,89,0.25,0.31
67,180989,0.0,0.52
68,3671,0.12,0.51
69,5548,0.23,0.58
70,2917,0.45,0.51
71,79918,0.19,0.6
72,3489,0.02,0.5
73,49263,0.18,0.59
74,2804,-0.01,0.49
75,44759,0.13,0.6
76,3671,0.26,0.55
77,1237,0.12,0.52
78,36539,0.31,0.6
79,32587,0.24,0.52
80,5954,0.14,0.55
81,101924,-0.24,0.53
82,54251,0.25,0.55
83,7014,-0.12,0.58
84,3671,0.1,0.57
85,161506,0.21,0.58
86,40574,-0.06,0.53
87,41527,0.09,0.53
88,7265,0.09,0.4
89,2654,0.22,0.57
90,55329,0.16,0.56
91,3671,0.18,0.53
92,118926,0.18,0.63
93,31297,0.3,0.5
94,37386,0.06,0.41
95,33615,-0.16,0.55
96,5352,0.15,0.49
97,38600,0.31,0.54
98,50705,0.15,0.56
99,3671,0.52,0.45
100,176453,0.23,0.38
101,44759,0.24,0.7
102,45106,0.2,0.49
103,85181,0.13,0.46
104,8873,0.12,0.54
105,1241,0.35,0.61
106,368,0.09,0.59
107,122956,0.27,0.53
108,3671,0.17,0.32
109,5935,0.05,0.53
110,26590,0.2,0.59
111,34271,0.19,0.59
112,5564,0.29,0.65
113,72751,0.22,0.55
114,25914,-0.14,0.55
115,117506,0.23,0.55
116,3671,-0.01,0.37
117,5218,0.3,0.5
118,39398,-0.11,0.52
119,6754,-0.0,0.47
120,165825,0.13,0.51
121,26487,-0.08,0.39
122,60259,0.13,0.52
123,158388,0.08,0.69
124,3671,0.21,0.45
125,46062,0.31,0.5
126,44828,0.11,0.52
127,156319,0.3,0.51
128,44022,0.04,0.46
129,39446,-0.07,0.64
130,26514,0.1,0.44
131,170305,0.06,0.55
132,42723,0.02,0.59
133,2109,0.37,0.63
134,8859,0.05,0.53
135,33162,0.18,0.63
136,1233,0.06,0.42
137,40723,0.02,0.46
138,3671,0.23,0.57
139,133755,0.03,0.56
140,40826,0.09,0.47
141,26151,0.04,0.49
