,movieId,polarity,subjectivity
0,4723,-0.03,0.63
1,43836,0.09,0.42
2,1997,0.09,0.55
3,6298,0.19,0.56
4,4916,0.24,0.51
5,5626,0.12,0.45
6,1562,-0.07,0.42
7,34162,0.38,0.47
8,37736,-0.11,0.56
9,7416,0.09,0.42
10,42723,0.04,0.55
11,4597,0.11,0.54
12,2336,0.33,0.6
13,1997,-0.05,0.58
14,5400,0.05,0.44
15,293,0.36,0.6
16,26027,0.22,0.38
17,37729,0.12,0.48
18,46062,0.17,0.48
19,7888,0.21,0.45
20,43836,0.16,0.52
21,5382,0.25,0.55
22,1997,0.05,0.44
23,27784,0.18,0.55
24,1079,0.01,0.65
25,43684,0.52,0.69
26,47907,0.25,0.54
27,3024,0.01,0.4
28,35957,0.23,0.45
29,1997,0.0,0.52
30,32289,0.16,0.56
31,43836,0.11,0.33
32,322,-0.15,0.53
33,38198,-0.03,0.53
34,34405,0.19,0.47
35,43871,0.17,0.5
36,7373,-0.17,0.6
37,4159,-0.11,0.62
38,1997,0.07,0.51
39,43871,0.09,0.64
40,5446,0.13,0.6
41,27899,0.07,0.53
42,42009,0.25,0.54
43,43679,-0.03,0.52
44,43836,-0.0,0.56
45,33166,-0.06,0.54
46,33162,0.24,0.56
47,1997,-0.04,0.6
48,43836,0.3,0.54
49,88697,0.17,0.49
50,37846,0.28,0.72
51,2021,0.11,0.52
52,43904,-0.08,0.37
53,912,0.34,0.64
54,1997,0.3,0.42
55,100001,0.14,0.45
56,39435,0.33,0.38
57,2405,0.43,0.56
58,4903,0.36,0.58
59,25866,0.21,0.4
60,5615,-0.03,0.58
61,1997,-0.03,0.49
62,1975,0.08,0.5
63,7137,0.1,0.53
64,88417,0.14,0.5
65,36543,0.22,0.54
66,37853,0.23,0.49
67,6017,-0.13,0.44
68,127313,0.01,0.54
69,2537,-0.05,0.54
70,33679,0.23,0.58
71,1997,-0.08,0.55
72,7636,-0.11,0.48
73,4275,0.0,0.56
74,55098,0.13,0.36
75,88839,0.14,0.53
76,164481,0.21,0.49
77,2041,0.2,0.53
78,4977,-0.22,0.49
79,39231,0.18,0.56
80,172633,0.08,0.52
81,1997,0.24,0.14
82,5084,0.0,0.45
83,2203,0.15,0.57
84,1419,0.09,0.52
85,2248,0.36,0.57
86,5595,0.1,0.48
87,43560,0.25,0.49
88,34319,0.25,0.64
89,106963,0.14,0.57
90,1997,0.07,0.43
91,37837,0.34,0.63
92,166076,0.06,0.43
93,37857,0.22,0.57
94,36525,0.32,0.55
95,2517,0.18,0.47
96,41566,0.28,0.47
97,1097,0.45,0.58
98,7321,0.11,0.47
99,1997,0.02,0.54
100,42418,0.13,0.43
101,6157,0.31,0.59
102,42738,0.25,0.55
103,43836,0.27,0.51
104,6755,0.23,0.59
105,1997,0.18,0.57
106,165693,0.27,0.43
107,1997,0.19,0.51
108,135358,0.23,0.64
109,107855,0.36,0.5
110,1997,0.09,0.44
111,34378,0.22,0.65
112,130482,0.43,0.68
113,41997,0.08,0.45
114,49312,0.05,0.52
115,1997,0.27,0.6
116,117318,0.51,0.54
117,1997,0.26,0.68
118,43908,0.28,0.62
119,27820,0.24,0.48
120,47165,0.06,0.46
121,5114,0.07,0.5
122,43391,0.01,0.58
123,5872,0.11,0.44
124,1997,0.15,0.44
125,1997,-0.02,0.49
126,43908,0.21,0.46
127,43908,0.26,0.49
128,27434,0.06,0.46
129,1997,0.08,0.6
130,6,0.24,0.56
131,43376,0.15,0.37
132,39400,-0.03,0.52
133,40339,0.08,0.62
134,1320,0.04,0.56
135,40819,0.26,0.6
136,2002,0.11,0.51
137,1997,0.31,0.6
138,43908,0.35,0.57
139,46808,0.3,0.52
140,1997,0.03,0.5
141,149128,0.09,0.51
142,55098,0.33,0.56
143,1997,0.09,0.71
144,39183,0.11,0.58
145,43836,0.06,0.5
146,34143,0.1,0.53
147,101114,0.12,0.41
148,8167,0.16,0.51
149,43679,-0.02,0.68
150,3258,0.07,0.52
151,1997,-0.04,0.58
152,87874,0.14,0.45
153,39449,0.16,0.48
154,27783,0.02,0.42
155,8773,0.17,0.45
156,6487,0.08,0.53
157,6267,0.15,0.49
158,6039,0.3,0.57
159,3906,-0.04,0.36
160,77910,0.04,0.51
161,4931,0.1,0.53
162,40629,0.15,0.52
163,7084,0.04,0.6
164,31584,0.12,0.48
165,55462,-0.06,0.58
166,139078,-0.08,0.49
167,1997,0.25,0.57
168,60983,0.37,0.59
169,5336,0.04,0.51
170,33683,0.15,0.33
171,58250,-0.05,0.47
172,2541,0.2,0.62
173,1997,-0.09,0.52
174,123341,-0.08,0.41
175,37386,0.1,0.35
176,73258,-0.0,0.39
177,26411,0.27,0.58
178,157061,0.59,0.7
179,1884,0.21,0.74
180,1997,0.19,0.53
