,movieId,polarity,subjectivity
0,1801,0.4,0.65
1,102802,0.03,0.55
2,7883,0.07,0.6
3,173121,0.03,0.55
4,115998,0.19,0.58
5,6273,0.04,0.53
6,111861,0.51,0.57
7,95058,0.02,0.65
8,46855,0.04,0.41
9,4426,0.02,0.53
10,3154,0.03,0.44
11,101362,0.07,0.42
12,105386,0.14,0.44
13,103372,-0.09,0.59
14,57368,0.21,0.59
15,104841,0.16,0.5
16,103249,0.14,0.58
17,107883,0.11,0.38
18,103228,-0.17,0.61
19,104841,0.15,0.55
20,54686,-0.01,0.55
21,173121,-0.28,0.58
22,104841,0.24,0.56
23,83059,0.05,0.47
24,820,0.15,0.39
25,51086,0.18,0.54
26,7989,0.13,0.63
27,69640,0.27,0.57
28,93676,0.3,0.61
29,173121,0.19,0.5
30,106234,0.26,0.51
31,44195,0.07,0.52
32,113503,0.03,0.57
33,132981,0.12,0.58
34,4529,-0.12,0.44
35,173121,0.14,0.62
36,66330,0.13,0.7
37,106879,0.15,0.49
38,5294,0.01,0.58
39,104272,0.18,0.39
40,4190,0.01,0.58
41,55908,0.07,0.48
42,173121,0.23,0.56
43,103372,0.17,0.55
44,105386,0.08,0.49
45,104243,0.07,0.52
46,100244,0.22,0.55
47,2959,0.02,0.49
48,55278,0.1,0.54
49,104841,0.24,0.36
50,111946,-0.07,0.45
51,105593,0.09,0.55
52,26101,0.13,0.53
53,103306,0.03,0.55
54,4411,0.07,0.57
55,173121,0.29,0.55
56,104841,0.25,0.55
57,91976,0.19,0.54
58,103688,-0.05,0.49
59,84613,0.07,0.59
60,103688,-0.06,0.45
61,6141,0.05,0.48
62,173121,-0.1,0.59
63,102880,0.08,0.46
64,70286,0.12,0.54
65,96610,0.1,0.58
66,7236,0.1,0.51
67,84152,0.01,0.52
68,173121,-0.02,0.65
69,858,-0.18,0.59
70,104841,0.38,0.57
71,104879,0.15,0.59
72,105037,0.17,0.51
73,34032,0.32,0.58
74,188,0.14,0.55
75,7883,0.12,0.52
76,173121,0.15,0.5
77,97168,0.16,0.56
78,2185,0.04,0.57
79,1253,0.11,0.53
80,101864,0.09,0.59
81,2967,0.06,0.62
82,25948,0.08,0.4
83,78088,0.15,0.62
84,105468,0.3,0.59
85,173121,-0.31,0.43
86,102993,0.34,0.6
87,142230,0.24,0.56
88,3201,0.17,0.55
89,102880,-0.38,0.56
90,3546,0.08,0.66
91,7210,0.16,0.48
92,173121,-0.07,0.56
93,89580,-0.04,0.57
94,51167,0.25,0.57
95,296,0.21,0.61
96,25943,0.42,0.7
97,173121,-0.05,0.58
98,73286,0.01,0.45
99,26285,-0.2,0.65
100,103228,0.01,0.59
101,116323,0.18,0.54
102,112245,-0.06,0.39
103,318,0.31,0.51
104,132719,0.04,0.5
105,173121,-0.05,0.58
106,93838,-0.01,0.44
107,104841,0.3,0.66
108,90469,0.17,0.49
109,101360,0.52,0.71
110,527,0.16,0.62
111,26256,0.06,0.46
112,144612,0.03,0.49
113,173121,0.5,0.5
114,81788,0.02,0.49
115,593,0.13,0.64
116,103249,0.09,0.49
117,33166,0.34,0.63
118,5980,0.02,0.43
119,104841,0.08,0.49
120,594,0.22,0.58
121,98290,0.08,0.52
122,173121,-0.5,0.73
123,154890,0.12,0.72
124,115875,0.3,0.6
125,104841,0.17,0.47
126,318,0.31,0.52
127,5830,0.24,0.6
128,111811,-0.14,0.54
129,95856,0.22,0.55
130,106879,-0.02,0.53
131,32862,0.08,0.53
132,173121,0.12,0.5
133,7153,0.39,0.66
134,102123,0.11,0.51
135,103341,0.17,0.48
136,43928,0.03,0.37
137,116533,0.15,0.57
138,173121,0.14,0.53
139,1935,0.28,0.64
140,40732,0.14,0.61
141,105504,0.14,0.41
142,93326,0.4,0.55
143,103027,0.15,0.49
144,106883,0.17,0.49
145,98491,0.28,0.44
146,121196,-0.03,0.54
147,173121,0.2,0.53
148,105386,0.25,0.36
149,7218,0.13,0.57
150,104841,0.23,0.41
151,104947,0.06,0.49
152,50798,-0.19,0.56
153,105211,0.27,0.51
154,104243,-0.05,0.64
155,139586,0.06,0.54
156,7883,0.09,0.51
157,173121,0.25,0.62
158,103249,0.46,0.5
159,81257,0.3,0.56
160,3095,0.22,0.63
161,7153,0.35,0.8
162,163478,0.09,0.45
163,104947,-0.09,0.52
164,82928,0.12,0.62
165,7580,0.18,0.52
166,88345,0.16,0.52
167,173121,0.19,0.46
168,89087,0.16,0.43
169,95375,0.28,0.54
