,movieId,polarity,subjectivity
0,30822,0.21,0.5
1,79094,0.08,0.55
2,4193,0.12,0.64
3,95028,0.12,0.47
4,2693,0.19,0.57
5,83071,0.09,0.39
6,99314,-0.15,0.57
7,54220,0.34,0.44
8,48268,0.37,0.61
9,7013,0.2,0.51
10,8922,0.16,0.52
11,33004,0.17,0.53
12,33660,0.41,0.56
13,33646,0.19,0.69
14,54220,0.08,0.59
15,30816,0.23,0.58
16,4878,0.21,0.52
17,2881,0.17,0.48
18,33615,-0.01,0.52
19,6220,-0.0,0.49
20,78009,0.23,0.56
21,2756,0.1,0.44
22,54220,0.28,0.59
23,31698,-0.17,0.59
24,101680,-0.21,0.59
25,968,0.16,0.57
26,31030,0.41,0.51
27,86334,0.14,0.45
28,7164,0.46,0.62
29,54220,0.2,0.48
30,105252,0.02,0.57
31,314,0.22,0.57
32,33164,0.16,0.6
33,48268,-0.01,0.55
34,132344,-0.27,0.66
35,33615,0.39,0.51
36,3932,0.2,0.45
37,54220,0.3,0.53
38,1337,0.12,0.52
39,27706,-0.28,0.72
40,1978,0.21,0.51
41,32174,0.07,0.51
42,54220,0.08,0.63
43,27317,0.13,0.54
44,6480,0.13,0.52
45,8972,0.35,0.52
46,3267,0.2,0.36
47,7226,0.07,0.57
48,33162,0.2,0.47
49,48268,0.29,0.56
50,54220,0.09,0.52
51,33493,0.12,0.58
52,33493,0.08,0.48
53,48030,0.38,0.44
54,8638,0.31,0.55
55,31420,0.35,0.48
56,6765,0.03,0.57
57,170305,0.14,0.49
58,52202,0.42,0.51
59,54220,0.24,0.51
60,26680,0.18,0.48
61,6711,0.06,0.43
62,33615,-0.05,0.5
63,162794,0.16,0.43
64,30825,0.16,0.45
65,33660,0.16,0.62
66,33722,0.24,0.47
67,7265,0.22,0.54
68,54220,0.02,0.61
69,33493,-0.01,0.41
70,104028,-0.02,0.48
71,31162,0.16,0.69
72,33646,0.11,0.66
73,172141,-0.04,0.51
74,54220,-0.04,0.52
75,26608,0.17,0.51
76,3498,0.13,0.52
77,33660,0.32,0.57
78,33493,-0.01,0.53
79,6432,0.13,0.46
80,4102,0.16,0.49
81,33493,-0.02,0.59
82,7367,0.21,0.4
83,54220,0.23,0.41
84,4700,0.54,0.61
85,296,0.24,0.54
86,30810,0.11,0.64
87,4993,0.37,0.56
88,6610,0.14,0.56
89,6967,0.08,0.5
90,1407,0.03,0.57
91,33615,0.26,0.59
92,3952,-0.13,0.56
93,54220,0.08,0.5
94,26131,0.5,0.63
95,53052,0.14,0.46
96,1320,0.2,0.54
97,33493,0.12,0.56
98,27706,0.14,0.7
99,143164,0.05,0.38
100,1222,0.11,0.41
101,54220,0.2,0.52
102,7149,0.25,0.52
103,271,0.32,0.48
104,33493,0.08,0.49
105,33495,0.04,0.6
106,4469,0.06,0.55
107,118208,0.18,0.54
108,7976,0.13,0.42
109,4002,0.29,0.44
110,27756,0.04,0.53
111,25916,0.02,0.45
112,27773,0.17,0.52
113,3932,0.24,0.42
114,2427,0.02,0.43
115,3555,0.22,0.53
116,33162,0.07,0.45
117,8535,0.22,0.55
118,33493,0.06,0.54
119,131848,0.14,0.54
120,33493,0.27,0.41
121,33646,0.23,0.64
122,6755,-0.03,0.68
123,25964,0.21,0.53
124,8910,0.01,0.53
125,6753,0.28,0.52
126,7347,0.41,0.48
127,27831,-0.01,0.5
128,33493,0.3,0.77
129,33493,0.14,0.42
130,175937,0.31,0.6
131,114457,-0.14,0.58
132,7360,0.15,0.58
133,27790,0.14,0.46
134,7259,-0.09,0.53
135,29,0.16,0.62
136,33493,0.29,0.69
137,735,0.24,0.59
138,51894,0.24,0.41
139,175937,0.1,0.48
140,33493,0.18,0.5
141,144946,0.17,0.57
142,2111,0.15,0.68
143,8783,0.05,0.61
144,1178,-0.01,0.54
145,2181,0.1,0.48
146,1302,0.04,0.7
147,33493,0.15,0.33
148,8988,0.18,0.54
149,70,0.11,0.48
150,146052,0.02,0.49
151,4867,0.02,0.53
152,27706,0.37,0.58
153,5265,0.04,0.41
154,33660,0.39,0.65
155,8917,0.09,0.58
156,3176,0.17,0.57
157,97792,0.17,0.44
158,166816,0.13,0.51
159,33493,0.11,0.58
160,5810,0.12,0.53
161,8039,0.24,0.5
162,76132,0.22,0.69
163,5664,0.25,0.54
164,140457,0.1,0.69
165,33493,0.22,0.57
166,78742,0.28,0.52
167,8957,0.36,0.52
168,8257,0.06,0.38
169,8039,0.04,0.6
170,33164,0.15,0.64
171,30894,0.3,0.66
172,1721,0.28,0.58
173,3300,-0.25,0.57
174,4776,0.07,0.47
175,31431,-0.05,0.57
176,33493,-0.13,0.56
177,33493,0.08,0.56
178,8039,0.33,0.61
179,4577,0.09,0.64
180,33660,0.3,0.53
181,27839,0.25,0.51
182,8970,0.28,0.55
183,137535,0.04,0.53
184,5152,0.04,0.41
185,33646,0.34,0.65
186,8784,0.2,0.52
187,4342,0.1,0.6
188,8039,0.22,0.46
189,33004,0.05,0.54
190,33499,0.37,0.58
191,30816,0.29,0.5
192,1569,0.26,0.52
193,33493,0.31,0.55
194,27899,0.14,0.49
195,3932,0.18,0.58
196,8039,0.23,0.5
197,5541,0.38,0.57
198,802,0.3,0.49
199,160221,0.06,0.47
200,34608,0.14,0.58
201,970,0.19,0.56
202,8912,0.29,0.47
203,96921,0.1,0.58
204,8039,0.11,0.61
205,6595,0.06,0.51
206,707,-0.0,0.57
207,32882,0.0,0.6
208,356,0.2,0.51
209,2639,0.02,0.54
210,8039,0.16,0.45
211,4873,0.07,0.47
212,6951,-0.17,0.67
213,4878,0.3,0.63
214,26106,-0.05,0.54
215,2054,0.09,0.62
216,170635,0.15,0.42
217,8039,0.07,0.55
218,2951,0.03,0.39
219,33493,0.04,0.54
220,2053,-0.08,0.56
221,8959,0.16,0.42
222,6291,0.07,0.53
223,8039,0.45,0.55
224,33493,0.02,0.59
225,31221,0.36,0.44
226,8917,0.18,0.6
227,67354,-0.05,0.46
